Topic	Document	Sequence	Cosine_value	Relevance
352	FT911-2109	99	0.5336829830966081	1
352	FT911-313	100	0.533564542548382	1
352	FT911-4852	101	0.5332657442949111	1
352	FT911-738	102	0.5310266799160536	1
352	FT911-2279	103	0.530729966271732	1
352	FT911-3445	104	0.5302810279445875	1
352	FT911-3915	105	0.5302006573703143	1
352	FT911-2652	106	0.530178706989862	1
352	FT911-1924	107	0.530144957707344	1
352	FT911-1500	108	0.5293340370526594	1
352	FT911-808	109	0.5291960825157572	1
352	FT911-4447	110	0.5285153577596582	1
352	FT911-4072	111	0.527983570066502	1
352	FT911-797	112	0.5279559802963871	1
352	FT911-520	113	0.5279255831144412	1
352	FT911-2822	114	0.5276134117067004	1
352	FT911-2644	115	0.5274789374115033	1
352	FT911-3356	116	0.5271318634114286	1
352	FT911-3006	117	0.527005650847362	1
352	FT911-1297	118	0.5265890917470916	1
352	FT911-1353	119	0.5264909821424089	1
352	FT911-1304	120	0.5264057083772492	1
352	FT911-1122	121	0.5254833423732295	1
352	FT911-2142	122	0.5254472277234229	1
352	FT911-511	123	0.5251545821497603	1
352	FT911-5180	124	0.5251360197438667	1
352	FT911-3876	125	0.5248656208157185	1
352	FT911-1436	126	0.5246756113700484	1
352	FT911-4649	127	0.5243159194355417	1
352	FT911-226	128	0.5242629480065326	1
352	FT911-1295	129	0.523222998032157	1
352	FT911-1595	130	0.522712933276603	1
352	FT911-3446	131	0.5226796064409124	1
352	FT911-2756	132	0.5225153382149254	1
352	FT911-1223	133	0.5223520508477502	1
352	FT911-4216	134	0.5214903067102986	1
352	FT911-3019	135	0.5214245364070186	1
352	FT911-2834	136	0.520056763561453	1
352	FT911-1078	137	0.5198845249584693	1
352	FT911-3434	138	0.5197826948433167	1
352	FT911-3693	139	0.5197369125704655	1
352	FT911-3401	140	0.5194010528551244	1
352	FT911-4348	141	0.5189035618762622	1
352	FT911-3354	142	0.5184123340647966	1
352	FT911-804	143	0.5182269241378039	1
352	FT911-849	144	0.5177266965345897	1
352	FT911-3169	145	0.51765536689209	1
352	FT911-5079	146	0.5170747371238963	1
352	FT911-3403	147	0.5170216905937022	1
352	FT911-141	148	0.5163272931677182	1
352	FT911-255	149	0.5162660854006118	1
352	FT911-2696	150	0.5162059534952912	1
352	FT911-2152	151	0.5151142089355325	1
352	FT911-3494	152	0.5149912967960785	1
352	FT911-2698	153	0.5144108617694076	1
352	FT911-3021	154	0.5134895763135289	1
352	FT911-4119	155	0.5133609870323357	1
352	FT911-1250	156	0.5118574672763226	1
352	FT911-3441	157	0.5118004715970406	1
352	FT911-4066	158	0.5107463448374722	1
352	FT911-1720	159	0.5103755752468717	1
352	FT911-56	160	0.5100426057590475	1
352	FT911-5296	161	0.5099379148576063	1
352	FT911-1109	162	0.5093979067662224	1
352	FT911-768	163	0.5093721681693387	1
352	FT911-2456	164	0.5089717554848767	1
352	FT911-5232	165	0.5088664851917902	1
352	FT911-4117	166	0.5081632018538013	1
352	FT911-4735	167	0.5081262941877472	1
352	FT911-5293	168	0.5078622727956515	1
352	FT911-2617	169	0.5075141170814927	1
352	FT911-2951	170	0.5069023225589655	1
352	FT911-1198	171	0.5064540936087006	1
352	FT911-3535	172	0.5058378312455912	1
352	FT911-4645	173	0.5051650180902296	1
352	FT911-1963	174	0.5046622663420957	1
352	FT911-420	175	0.5040105123754386	1
352	FT911-1300	176	0.5032562229453835	1
352	FT911-1953	177	0.5018123340085493	1
352	FT911-5221	178	0.501659772946764	1
352	FT911-4794	179	0.5015891006984746	1
352	FT911-5186	180	0.5015241798720393	1
352	FT911-686	181	0.500961289632024	1
352	FT911-308	182	0.5008491843628572	1
352	FT911-4962	183	0.5006789329365819	1
352	FT911-1222	184	0.4998118648769138	1
352	FT911-3448	185	0.49916825315676416	1
352	FT911-134	186	0.4991668665625512	1
352	FT911-5178	187	0.4987964697138871	1
352	FT911-4491	188	0.49847386812015804	1
352	FT911-2572	189	0.49805492882723434	1
352	FT911-3412	190	0.49782602264277886	1
352	FT911-3408	191	0.4977027578181653	1
352	FT911-2465	192	0.49761170516520237	1
352	FT911-1934	193	0.49752026092067364	1
352	FT911-3108	194	0.49721172072404424	1
352	FT911-2387	195	0.49688717669885724	1
352	FT911-1043	196	0.49677214013996285	1
352	FT911-3585	197	0.4961879246437437	1
352	FT911-2054	198	0.49562727519193295	1
352	FT911-3442	199	0.4951627313371131	1
352	FT911-2561	200	0.4951118504454265	1
352	FT911-5005	201	0.49504046007907704	1
352	FT911-2020	202	0.4944436010643949	1
352	FT911-1384	203	0.49435568758253895	1
352	FT911-2082	204	0.49424561419623575	1
352	FT911-379	205	0.49421444139814136	1
352	FT911-3951	206	0.4937937166153868	1
352	FT911-902	207	0.49377599898148433	1
352	FT911-4255	208	0.4936207139348088	1
352	FT911-2693	209	0.49336406227295193	1
352	FT911-450	210	0.493080738727937	1
352	FT911-4559	211	0.49259456329016976	1
352	FT911-3567	212	0.491924048883108	1
352	FT911-1013	213	0.4916886841887501	1
352	FT911-2334	214	0.49159292980094316	1
352	FT911-4193	215	0.4911538106351596	1
352	FT911-307	216	0.4911114447735586	1
352	FT911-5350	217	0.4905733397388852	1
352	FT911-2663	218	0.49025898807958257	1
352	FT911-2447	219	0.4900545334268596	1
352	FT911-4801	220	0.48988909919841656	1
352	FT911-4966	221	0.4895423114435569	1
352	FT911-1880	222	0.4895379008658237	1
352	FT911-1248	223	0.48953576565008555	1
352	FT911-559	224	0.489380985863918	1
352	FT911-756	225	0.4893003499512796	1
352	FT911-1301	226	0.4891981549695211	1
352	FT911-4655	227	0.48903754776531044	1
352	FT911-4778	228	0.4888785340354378	1
352	FT911-4653	229	0.48861704082632684	1
352	FT911-2915	230	0.4886135562819281	1
352	FT911-4327	231	0.48843062562971507	1
352	FT911-775	232	0.4883151766090711	1
352	FT911-1619	233	0.48762616000499426	1
352	FT911-2957	234	0.4875455968700039	1
352	FT911-3407	235	0.4870174526466691	1
352	FT911-3756	236	0.4865846554390915	1
352	FT911-1092	237	0.4864397963076389	1
352	FT911-3663	238	0.48575588582460494	1
352	FT911-5031	239	0.4857209397866032	1
352	FT911-5317	240	0.4854407358156568	1
352	FT911-2521	241	0.4854088618681194	1
352	FT911-4520	242	0.4853966305920473	1
352	FT911-1496	243	0.4852333445982715	1
352	FT911-936	244	0.4850934238919826	1
352	FT911-2896	245	0.4850486054818126	1
352	FT911-2191	246	0.48496658558411	1
352	FT911-3405	247	0.48486068257239023	1
352	FT911-4184	248	0.48469997189952785	1
352	FT911-397	249	0.48462641230165865	1
352	FT911-3767	250	0.4842941777959945	1
352	FT911-1629	251	0.48428370968532064	1
352	FT911-4040	252	0.4842054760398573	1
352	FT911-2422	253	0.4841123768704195	1
352	FT911-2576	254	0.4839777778126255	1
352	FT911-3642	255	0.48383000746857946	1
352	FT911-3018	256	0.48355284940427135	1
352	FT911-297	257	0.48331879300874536	1
352	FT911-4737	258	0.4832824509585584	1
352	FT911-4947	259	0.48296756649661465	1
352	FT911-3726	260	0.4829587008200745	1
352	FT911-2119	261	0.4826484220560327	1
352	FT911-4638	262	0.4824347131679517	1
352	FT911-2694	263	0.48238916893057504	1
352	FT911-1134	264	0.48190365709753624	1
352	FT911-2420	265	0.48190009214595286	1
352	FT911-5053	266	0.4818573015323187	1
352	FT911-46	267	0.48157594899723466	1
352	FT911-2757	268	0.48154432497919514	1
352	FT911-3732	269	0.48128015868034124	1
352	FT911-665	270	0.48125151543158107	1
352	FT911-2740	271	0.4811510615147812	1
352	FT911-221	272	0.4810709556144595	1
352	FT911-2468	273	0.480752010228917	1
352	FT911-341	274	0.4806241836933104	1
352	FT911-5251	275	0.4804002359522425	1
352	FT911-1975	276	0.48036010853710276	1
352	FT911-821	277	0.4801739121021652	1
352	FT911-1697	278	0.4801458025218074	1
352	FT911-418	279	0.48010507669049923	1
352	FT911-2451	280	0.4800360529095378	1
352	FT911-284	281	0.47999143279840906	1
352	FT911-59	282	0.4797197847099359	1
352	FT911-2513	283	0.47967351327369623	1
352	FT911-1462	284	0.47964752442363506	1
352	FT911-4884	285	0.47961996392251705	1
352	FT911-1792	286	0.47952701974003015	1
352	FT911-3986	287	0.47924637627089395	1
352	FT911-792	288	0.47888457592790723	1
352	FT911-4317	289	0.47871216184119714	1
352	FT911-4315	290	0.47867336266546795	1
352	FT911-770	291	0.47862274951549927	1
352	FT911-2041	292	0.478507504676808	1
352	FT911-3727	293	0.47836564029376216	1
352	FT911-2932	294	0.4783506126282037	1
352	FT911-4970	295	0.47818571072624083	1
352	FT911-2621	296	0.4781307335343413	1
352	FT911-3659	297	0.47803261237114975	1
352	FT911-2940	298	0.47765246013101736	1
352	FT911-1651	299	0.477639118963213	1
352	FT911-3273	300	0.4774861694792326	1
352	FT911-2173	301	0.4773647547453242	1
352	FT911-3694	302	0.47713515664955264	1
352	FT911-800	303	0.4771000879229935	1
352	FT911-2432	304	0.47707977506069493	1
352	FT911-1617	305	0.4769192022166869	1
352	FT911-3117	306	0.4769063002024375	1
352	FT911-4574	307	0.4766676829305013	1
352	FT911-3867	308	0.4763490734672312	1
352	FT911-1218	309	0.47627322464853566	1
352	FT911-932	310	0.47597802689993696	1
352	FT911-2618	311	0.47560747811081105	1
352	FT911-3646	312	0.47554288456493043	1
352	FT911-2997	313	0.47516261903441764	1
352	FT911-3724	314	0.47482547404511266	1
352	FT911-3432	315	0.4743954488593025	1
352	FT911-1303	316	0.47381967277379533	1
352	FT911-4497	317	0.4733700084202619	1
352	FT911-3534	318	0.4733575177020511	1
352	FT911-3406	319	0.47335641250149035	1
352	FT911-4219	320	0.47333715336624427	1
352	FT911-3856	321	0.47322415331465967	1
352	FT911-994	322	0.4728845515430502	1
352	FT911-2177	323	0.47277735775083485	1
352	FT911-3654	324	0.4727538885603203	1
352	FT911-1429	325	0.4722086865478392	1
352	FT911-252	326	0.47197900569791384	1
352	FT911-4789	327	0.47194270735965094	1
352	FT911-625	328	0.4717724431476932	1
352	FT911-1253	329	0.47170735602315117	1
352	FT911-4640	330	0.47157884792548327	1
352	FT911-5237	331	0.47133476123671253	1
352	FT911-2368	332	0.4711862826881137	1
352	FT911-3913	333	0.47065063979406674	1
352	FT911-2421	334	0.4705387108482628	1
352	FT911-2176	335	0.4704352286345599	1
352	FT911-1407	336	0.4703613825516385	1
352	FT911-1529	337	0.46972751362521203	1
352	FT911-5357	338	0.4694741540632338	1
352	FT911-3230	339	0.4694537550985036	1
352	FT911-4116	340	0.4693594271490511	1
352	FT911-2774	341	0.4693587395739915	1
352	FT911-3013	342	0.4688290902258983	1
352	FT911-2994	343	0.4688187822660784	1
352	FT911-5294	344	0.4687216328378131	1
352	FT911-4378	345	0.4685935418063031	1
352	FT911-4027	346	0.4683011664127329	1
352	FT911-4887	347	0.4678742605481326	1
352	FT911-4814	348	0.46762873779992975	1
352	FT911-3776	349	0.46761388778539814	1
352	FT911-2991	350	0.4671557615731814	1
352	FT911-2523	351	0.4669446229255612	1
352	FT911-4872	352	0.4668688918717232	1
352	FT911-38	353	0.4664747273611546	1
352	FT911-5096	354	0.4663350936974919	1
352	FT911-4467	355	0.4661671093689943	1
352	FT911-2343	356	0.46612208004800526	1
352	FT911-1070	357	0.46600495072507514	1
352	FT911-1598	358	0.46586369489890767	1
352	FT911-399	359	0.4658160235201881	1
352	FT911-2376	360	0.4656155765047633	1
352	FT911-2649	361	0.46509227807589915	1
352	FT911-4571	362	0.46496886645120183	1
352	FT911-3100	363	0.4646092401070982	1
352	FT911-106	364	0.4644650293509402	1
352	FT911-4651	365	0.46381233286975887	1
352	FT911-2107	366	0.4635882395465482	1
352	FT911-2222	367	0.4635424677575152	1
352	FT911-2923	368	0.46323537708056606	1
352	FT911-354	369	0.46290720246755407	1
352	FT911-276	370	0.46274218152791474	1
352	FT911-376	371	0.462646981423148	1
352	FT911-2277	372	0.4626230233600673	1
352	FT911-788	373	0.4622839433426094	1
352	FT911-1553	374	0.4622744368941458	1
352	FT911-4014	375	0.4622714209921027	1
352	FT911-789	376	0.46175829828196946	1
352	FT911-2132	377	0.4617045994434381	1
352	FT911-1042	378	0.461377612793096	1
352	FT911-2979	379	0.4611026782777919	1
352	FT911-3417	380	0.46108637071975067	1
352	FT911-4901	381	0.46103611022201013	1
352	FT911-1418	382	0.46093518167876135	1
352	FT911-1593	383	0.46075101616968467	1
352	FT911-4092	384	0.4607105375812669	1
352	FT911-1526	385	0.46033007435242734	1
352	FT911-4489	386	0.4602559524358556	1
352	FT911-213	387	0.45998609403931423	1
352	FT911-1307	388	0.4598363967082141	1
352	FT911-2602	389	0.4597003575610663	1
352	FT911-2691	390	0.4594777215107544	1
352	FT911-862	391	0.459215171111877	1
352	FT911-2060	392	0.45900603465081485	1
352	FT911-382	393	0.45875661530586354	1
352	FT911-3370	394	0.4583033594570789	1
352	FT911-2548	395	0.45826559081104573	1
352	FT911-2392	396	0.45781828330498237	1
352	FT911-5015	397	0.45780747751310763	1
352	FT911-1003	398	0.45751401389881646	1
352	FT911-4026	399	0.4572538332193692	1
352	FT911-2087	400	0.4571588909334704	1
352	FT911-2032	401	0.4568352833394681	1
352	FT911-462	402	0.4567572591568974	1
352	FT911-1318	403	0.45662666145851266	1
352	FT911-3624	404	0.45659230285323615	1
352	FT911-2591	405	0.45657386030130237	1
352	FT911-371	406	0.4562580084227007	1
352	FT911-3530	407	0.45568267056249223	1
352	FT911-601	408	0.45556223144215907	1
352	FT911-4772	409	0.45512742190025063	1
352	FT911-3372	410	0.45502506084776867	1
352	FT911-5091	411	0.45411408774142226	1
352	FT911-2100	412	0.45409111961796567	1
352	FT911-4734	413	0.4539927397383813	1
352	FT911-4365	414	0.4539530839768304	1
352	FT911-2937	415	0.4537184344931625	1
352	FT911-2116	416	0.4535727020897941	1
352	FT911-2187	417	0.4534848209445478	1
352	FT911-4381	418	0.45347642641386066	1
352	FT911-5325	419	0.4532706606276681	1
352	FT911-3276	420	0.4532373732693542	1
352	FT911-4797	421	0.4532088431953978	1
352	FT911-3785	422	0.45284777746297966	1
352	FT911-1299	423	0.4525541176959018	1
352	FT911-1584	424	0.4525340095693549	1
352	FT911-1461	425	0.4525340095693549	1
352	FT911-721	426	0.4517396527745119	1
352	FT911-366	427	0.4516076758784723	1
352	FT911-5175	428	0.45131871888962183	1
352	FT911-2085	429	0.45106520141433554	1
352	FT911-2384	430	0.4506901464095339	1
352	FT911-3443	431	0.45015563230698674	1
352	FT911-4582	432	0.4500253576754436	1
352	FT911-4384	433	0.44996508027137905	1
352	FT911-1296	434	0.44981424970069417	1
352	FT911-4102	435	0.44980480046697185	1
352	FT911-4660	436	0.4494604781902531	1
352	FT911-4178	437	0.4491232692406385	1
352	FT911-5041	438	0.4489405878802972	1
352	FT911-1690	439	0.44876828132600194	1
352	FT911-3360	440	0.4486214243835283	1
352	FT911-3274	441	0.4484273929627652	1
352	FT911-5156	442	0.44836477046020135	1
352	FT911-2197	443	0.44776423679501	1
352	FT911-1653	444	0.44716394150600774	1
352	FT911-1768	445	0.4470887316684703	1
352	FT911-5101	446	0.44704903658107054	1
352	FT911-4374	447	0.4470368151016114	1
352	FT911-2700	448	0.4469087804270088	1
352	FT911-4908	449	0.4468577064566255	1
352	FT911-3887	450	0.4463619932485067	1
352	FT911-3787	451	0.4463507572426938	1
352	FT911-4344	452	0.44627015898709216	1
352	FT911-3947	453	0.44617904866967606	1
352	FT911-3063	454	0.446131448073406	1
352	FT911-1698	455	0.4461088354804959	1
352	FT911-2034	456	0.4461088354804959	1
352	FT911-1948	457	0.4460615841518687	1
352	FT911-4400	458	0.44602936456574965	1
352	FT911-765	459	0.4457144535524291	1
352	FT911-1379	460	0.4456134866008398	1
352	FT911-415	461	0.4455994280722376	1
352	FT911-2015	462	0.4454974398660505	1
352	FT911-4637	463	0.4454500332533301	1
352	FT911-2124	464	0.44534164794319014	1
352	FT911-3259	465	0.4453353528497849	1
352	FT911-374	466	0.4453128747572262	1
352	FT911-942	467	0.4452832090667137	1
352	FT911-4728	468	0.4452832090667137	1
352	FT911-1055	469	0.4452832090667137	1
352	FT911-3260	470	0.4452832090667137	1
352	FT911-2971	471	0.44515423846271607	1
352	FT911-3531	472	0.44512476240588306	1
352	FT911-3570	473	0.4449726597849236	1
352	FT911-5088	474	0.44490744432074725	1
352	FT911-3891	475	0.44478276634819397	1
352	FT911-5324	476	0.4445929847615545	1
352	FT911-2339	477	0.44449327974427383	1
352	FT911-4648	478	0.44449327974427383	1
352	FT911-1140	479	0.44449327974427383	1
352	FT911-1410	480	0.4444907572402185	1
352	FT911-182	481	0.4444867968772792	1
352	FT911-4841	482	0.44410197020027475	1
352	FT911-4103	483	0.4439907437475908	1
352	FT911-1539	484	0.4439435088690368	1
352	FT911-2589	485	0.4438876649361435	1
352	FT911-769	486	0.44375627979133586	1
352	FT911-3437	487	0.44359108434987654	1
352	FT911-1406	488	0.44347744808309486	1
352	FT911-282	489	0.44340892024434775	1
352	FT911-801	490	0.44327011283135304	1
352	FT911-5364	491	0.4431861274719331	1
352	FT911-2017	492	0.4431791790660604	1
352	FT911-4057	493	0.4430531654024137	1
352	FT911-766	494	0.44304167343728884	1
352	FT911-4270	495	0.4423488944427875	1
352	FT911-2535	496	0.4420395671977177	1
352	FT911-3635	497	0.4419841254289123	1
352	FT911-1769	498	0.4419257049354214	1
352	FT911-402	499	0.4418267984510921	1
352	FT911-4376	500	0.44178027353497556	1
352	FT911-1084	501	0.4413449603606064	1
352	FT911-2458	502	0.4413414994618346	1
352	FT911-262	503	0.4413194557344108	1
352	FT911-3415	504	0.4411005649366318	1
352	FT911-871	505	0.44094843779358806	1
352	FT911-2798	506	0.4409286075725511	1
352	FT911-2962	507	0.4408649431593497	1
352	FT911-367	508	0.4407875199562775	1
352	FT911-1949	509	0.44072197879590064	1
352	FT911-3148	510	0.44072159944869754	1
352	FT911-5337	511	0.44052629377287567	1
352	FT911-351	512	0.44047760419244314	1
352	FT911-2000	513	0.44045752232033636	1
352	FT911-1971	514	0.44032371198889025	1
352	FT911-904	515	0.4403040710125965	1
352	FT911-1835	516	0.440256239749119	1
352	FT911-2984	517	0.4401493487086845	1
352	FT911-1085	518	0.4400879059319134	1
352	FT911-3312	519	0.4398428679842463	1
352	FT911-2028	520	0.4397138224989943	1
352	FT911-3418	521	0.43962102470108466	1
352	FT911-2716	522	0.4395546666884925	1
352	FT911-4544	523	0.4395222187549106	1
352	FT911-1240	524	0.4394330960913464	1
352	FT911-4478	525	0.4394330960913464	1
352	FT911-2506	526	0.4394086064401782	1
352	FT911-2419	527	0.4393576162113943	1
352	FT911-5080	528	0.43913628947828365	1
352	FT911-429	529	0.43876960110095264	1
352	FT911-2665	530	0.43875563882643576	1
352	FT911-253	531	0.43873596196008413	1
352	FT911-264	532	0.4385211670517639	1
352	FT911-372	533	0.4383307869056677	1
352	FT911-3322	534	0.43828392944150807	1
352	FT911-5211	535	0.43816740405405563	1
352	FT911-4796	536	0.4381236623888052	1
352	FT911-2338	537	0.43797573372923326	1
352	FT911-1798	538	0.4379721819583938	1
352	FT911-3327	539	0.43782656005673837	1
352	FT911-5248	540	0.4378251672497443	1
352	FT911-1965	541	0.4377565428966185	1
352	FT911-1625	542	0.4377044479332469	1
352	FT911-3116	543	0.43764539424282217	1
352	FT911-404	544	0.4374328069512466	1
352	FT911-4569	545	0.43732406206793095	1
352	FT911-375	546	0.4371559134195664	1
352	FT911-2088	547	0.4371464037140599	1
352	FT911-5038	548	0.4371294837577551	1
352	FT911-4199	549	0.4369236093672887	1
352	FT911-3440	550	0.43686958341788357	1
352	FT911-1815	551	0.4368292826279015	1
352	FT911-3393	552	0.4367025151119739	1
352	FT911-4888	553	0.436660325319287	1
352	FT911-3165	554	0.43665053944088283	1
352	FT911-2196	555	0.4364748740910702	1
352	FT911-1370	556	0.43633512357627025	1
352	FT911-4614	557	0.43633075028082235	1
352	FT911-2217	558	0.43628858966937106	1
352	FT911-3154	559	0.4362740337942781	1
352	FT911-1197	560	0.43609558184052943	1
352	FT911-632	561	0.43607586881756755	1
352	FT911-1352	562	0.43606048830075134	1
352	FT911-1022	563	0.43580200231015875	1
352	FT911-5352	564	0.43575703752513384	1
352	FT911-3722	565	0.43570272624797857	1
352	FT911-4747	566	0.43566803613180305	1
352	FT911-4235	567	0.43545179386515054	1
352	FT911-4470	568	0.43545179386515054	1
352	FT911-908	569	0.4352604830128711	1
352	FT911-794	570	0.4352389193828602	1
352	FT911-464	571	0.4349920050697619	1
352	FT911-1885	572	0.43485277002195405	1
352	FT911-400	573	0.43485277002195405	1
352	FT911-937	574	0.4348061220710606	1
352	FT911-1980	575	0.4347973744340632	1
352	FT911-3753	576	0.4346833586734215	1
352	FT911-1972	577	0.4345928549531385	1
352	FT911-3416	578	0.434585225575586	1
352	FT911-594	579	0.43454295973661056	1
352	FT911-3460	580	0.43450746259035444	1
352	FT911-3720	581	0.43442533491572083	1
352	FT911-633	582	0.43437108544641534	1
352	FT911-4951	583	0.4343516072827583	1
352	FT911-613	584	0.4343335571937854	1
352	FT911-5299	585	0.4343060911019382	1
352	FT911-1249	586	0.43413758781656997	1
352	FT911-3602	587	0.4339751395056143	1
352	FT911-4553	588	0.43391895495575306	1
352	FT911-771	589	0.4339072902509055	1
352	FT911-873	590	0.43381833114380286	1
352	FT911-4775	591	0.43378653683660806	1
352	FT911-1080	592	0.4336910122071139	1
352	FT911-1478	593	0.43366018520287575	1
352	FT911-192	594	0.43359172221732345	1
352	FT911-5118	595	0.4335798710900329	1
352	FT911-4016	596	0.4335608978925482	1
352	FT911-1118	597	0.43332375007280866	1
352	FT911-2835	598	0.4331999951405757	1
352	FT911-1275	599	0.43314870256711496	1
352	FT911-3104	600	0.43312750823526047	1
352	FT911-2672	601	0.43307489809851063	1
352	FT911-78	602	0.4329653986402809	1
352	FT911-4602	603	0.43281444246549516	1
352	FT911-2046	604	0.4326291808632583	1
352	FT911-1563	605	0.43237514158101253	1
352	FT911-3503	606	0.4323633725294669	1
352	FT911-4194	607	0.43221361453984253	1
352	FT911-4840	608	0.4321807683345099	1
352	FT911-463	609	0.43217224223651984	1
352	FT911-3697	610	0.43190556843258926	1
352	FT911-4329	611	0.43190556843258926	1
352	FT911-1845	612	0.43188901133290497	1
352	FT911-4896	613	0.431825623970413	1
352	FT911-1069	614	0.43181323522422466	1
352	FT911-2966	615	0.4317775821526886	1
352	FT911-3761	616	0.43168969916321975	1
352	FT911-186	617	0.4316261414400535	1
352	FT911-943	618	0.4315228036280969	1
352	FT911-1947	619	0.4314893926800345	1
352	FT911-2446	620	0.43141440163104183	1
352	FT911-3435	621	0.4313207278152309	1
352	FT911-112	622	0.43128436062165065	1
352	FT911-1671	623	0.43128126156243696	1
352	FT911-1343	624	0.4311978368924222	1
352	FT911-2695	625	0.4311035359120192	1
352	FT911-1440	626	0.4310958930205238	1
352	FT911-1114	627	0.4310393657017941	1
352	FT911-1245	628	0.430869656798728	1
352	FT911-14	629	0.43074969026195287	1
352	FT911-512	630	0.4306799815686997	1
352	FT911-3492	631	0.43061975396453667	1
352	FT911-3087	632	0.4305384133205671	1
352	FT911-1137	633	0.4300153268543326	1
352	FT911-3729	634	0.4300087847035528	1
352	FT911-1382	635	0.4299961955805755	1
352	FT911-5036	636	0.42994622286162076	1
352	FT911-314	637	0.42983102644833443	1
352	FT911-4206	638	0.42980340584506327	1
352	FT911-4600	639	0.4296797953715748	1
352	FT911-1226	640	0.4295180798948769	1
352	FT911-3961	641	0.4293399556401749	1
