Topic	Document	Sequence	Cosine_value	Relevance
352	FT911-4031	87	0.7071067811865475	1
352	FT911-1210	88	0.7071067811865475	1
352	FT911-3921	89	0.7071067811865475	1
352	FT911-624	90	0.7071067811865475	1
352	FT911-3302	91	0.7071067811865475	1
352	FT911-4225	92	0.7071067811865475	1
352	FT911-4227	93	0.7071067811865475	1
352	FT911-352	94	0.7071067811865475	1
352	FT911-1370	95	0.7071067811865475	1
352	FT911-4654	96	0.7071067811865475	1
352	FT911-458	97	0.7071067811865475	1
352	FT911-4747	98	0.7071067811865475	1
352	FT911-2956	99	0.7071067811865475	1
352	FT911-1118	100	0.7071067811865475	1
352	FT911-1352	101	0.7071067811865475	1
352	FT911-2669	102	0.7071067811865475	1
352	FT911-738	103	0.7071067811865475	1
352	FT911-4380	104	0.7071067811865475	1
352	FT911-5278	105	0.7071067811865475	1
352	FT911-1275	106	0.7071067811865475	1
352	FT911-2185	107	0.7071067811865475	1
352	FT911-2391	108	0.7071067811865475	1
352	FT911-2405	109	0.7071067811865475	1
352	FT911-4011	110	0.7071067811865475	1
352	FT911-4850	111	0.7071067811865475	1
352	FT911-1477	112	0.7071067811865475	1
352	FT911-2954	113	0.7071067811865475	1
352	FT911-3273	114	0.7071067811865475	1
352	FT911-21	115	0.7071067811865475	1
352	FT911-4665	116	0.7071067811865475	1
352	FT911-3289	117	0.7071067811865475	1
352	FT911-2267	118	0.7071067811865475	1
352	FT911-3531	119	0.7071067811865475	1
352	FT911-2423	120	0.7071067811865475	1
352	FT911-3761	121	0.7071067811865475	1
352	FT911-4060	122	0.7071067811865475	1
352	FT911-5177	123	0.7071067811865475	1
352	FT911-650	124	0.7071067811865475	1
352	FT911-3527	125	0.7071067811865475	1
352	FT911-435	126	0.7071067811865475	1
352	FT911-3241	127	0.7071067811865475	1
352	FT911-5143	128	0.7071067811865475	1
352	FT911-2720	129	0.7071067811865475	1
352	FT911-3866	130	0.7071067811865475	1
352	FT911-3522	131	0.7071067811865475	1
352	FT911-3415	132	0.7071067811865475	1
352	FT911-3772	133	0.7071067811865475	1
352	FT911-3233	134	0.7071067811865475	1
352	FT911-2518	135	0.7071067811865475	1
352	FT911-2750	136	0.7071067811865475	1
352	FT911-4961	137	0.7071067811865475	1
352	FT911-3134	138	0.7071067811865475	1
352	FT911-3700	139	0.7071067811865475	1
352	FT911-1675	140	0.7071067811865475	1
352	FT911-3104	141	0.7071067811865475	1
352	FT911-1124	142	0.7071067811865475	1
352	FT911-559	143	0.7071067811865475	1
352	FT911-2699	144	0.7071067811865475	1
352	FT911-4658	145	0.7071067811865475	1
352	FT911-4841	146	0.7071067811865475	1
352	FT911-1682	147	0.7071067811865475	1
352	FT911-2796	148	0.7071067811865475	1
352	FT911-4366	149	0.7071067811865475	1
352	FT911-875	150	0.7071067811865475	1
352	FT911-3713	151	0.7071067811865475	1
352	FT911-1689	152	0.7071067811865475	1
352	FT911-2447	153	0.7071067811865475	1
352	FT911-5049	154	0.7071067811865475	1
352	FT911-1496	155	0.7071067811865475	1
352	FT911-2514	156	0.7071067811865475	1
352	FT911-5191	157	0.7071067811865475	1
352	FT911-791	158	0.7071067811865475	1
352	FT911-2618	159	0.7071067811865475	1
352	FT911-281	160	0.7071067811865475	1
352	FT911-4088	161	0.7071067811865475	1
352	FT911-977	162	0.7071067811865475	1
352	FT911-1194	163	0.7071067811865475	1
352	FT911-1198	164	0.7071067811865475	1
352	FT911-2332	165	0.7071067811865475	1
352	FT911-4860	166	0.7071067811865475	1
352	FT911-521	167	0.7071067811865475	1
352	FT911-199	168	0.7071067811865475	1
352	FT911-4701	169	0.7071067811865475	1
352	FT911-3371	170	0.7071067811865475	1
352	FT911-654	171	0.7071067811865475	1
352	FT911-399	172	0.7071067811865475	1
352	FT911-125	173	0.7071067811865475	1
352	FT911-1619	174	0.7071067811865475	1
352	FT911-1555	175	0.7071067811865475	1
352	FT911-2066	176	0.7071067811865475	1
352	FT911-2648	177	0.7071067811865475	1
352	FT911-499	178	0.7071067811865475	1
352	FT911-3164	179	0.7071067811865475	1
352	FT911-5281	180	0.7071067811865475	1
352	FT911-1508	181	0.7071067811865475	1
352	FT911-4384	182	0.7071067811865475	1
352	FT911-802	183	0.7071067811865475	1
352	FT911-60	184	0.7071067811865475	1
352	FT911-1930	185	0.7071067811865475	1
352	FT911-2581	186	0.7071067811865475	1
352	FT911-2387	187	0.7071067811865475	1
352	FT911-4348	188	0.7071067811865475	1
352	FT911-3349	189	0.7071067811865475	1
352	FT911-5357	190	0.7071067811865475	1
352	FT911-3912	191	0.7071067811865475	1
352	FT911-3019	192	0.7071067811865475	1
352	FT911-3403	193	0.7071067811865475	1
352	FT911-1486	194	0.7071067811865475	1
352	FT911-5019	195	0.7071067811865475	1
352	FT911-5319	196	0.7071067811865475	1
352	FT911-480	197	0.7071067811865475	1
352	FT911-1031	198	0.7071067811865475	1
352	FT911-3433	199	0.7071067811865475	1
352	FT911-2015	200	0.7071067811865475	1
352	FT911-4859	201	0.7071067811865475	1
352	FT911-1438	202	0.7071067811865475	1
352	FT911-4479	203	0.7071067811865475	1
352	FT911-994	204	0.7071067811865475	1
352	FT911-4744	205	0.7071067811865475	1
352	FT911-1553	206	0.7071067811865475	1
352	FT911-3106	207	0.7071067811865475	1
352	FT911-3410	208	0.7071067811865475	1
352	FT911-4962	209	0.7071067811865475	1
352	FT911-1790	210	0.7071067811865475	1
352	FT911-2042	211	0.7071067811865475	1
352	FT911-42	212	0.7071067811865475	1
352	FT911-4595	213	0.7071067811865475	1
352	FT911-1134	214	0.7071067811865475	1
352	FT911-5275	215	0.7071067811865475	1
352	FT911-5294	216	0.7071067811865475	1
352	FT911-482	217	0.7071067811865475	1
352	FT911-2634	218	0.7071067811865475	1
352	FT911-3561	219	0.7071067811865475	1
352	FT911-4118	220	0.7071067811865475	1
352	FT911-1091	221	0.7071067811865475	1
352	FT911-4447	222	0.7071067811865475	1
352	FT911-4344	223	0.7071067811865475	1
352	FT911-3767	224	0.7071067811865475	1
352	FT911-1715	225	0.7071067811865475	1
352	FT911-4015	226	0.7071067811865475	1
352	FT911-510	227	0.7071067811865475	1
352	FT911-3951	228	0.7071067811865475	1
352	FT911-2244	229	0.7071067811865475	1
352	FT911-2551	230	0.7071067811865475	1
352	FT911-371	231	0.7071067811865475	1
352	FT911-495	232	0.7071067811865475	1
352	FT911-1287	233	0.7071067811865475	1
352	FT911-4251	234	0.7071067811865475	1
352	FT911-3534	235	0.7071067811865475	1
352	FT911-4606	236	0.7071067811865475	1
352	FT911-3933	237	0.7071067811865475	1
352	FT911-2560	238	0.7071067811865475	1
352	FT911-1674	239	0.7071067811865475	1
352	FT911-4569	240	0.7071067811865475	1
352	FT911-3739	241	0.7071067811865475	1
352	FT911-586	242	0.7071067811865475	1
352	FT911-680	243	0.7071067811865475	1
352	FT911-3491	244	0.7071067811865475	1
352	FT911-75	245	0.7071067811865475	1
352	FT911-628	246	0.7071067811865475	1
352	FT911-1629	247	0.7071067811865475	1
352	FT911-5180	248	0.7071067811865475	1
352	FT911-2204	249	0.7071067811865475	1
352	FT911-4638	250	0.7071067811865475	1
352	FT911-3009	251	0.7071067811865475	1
352	FT911-4858	252	0.7071067811865475	1
352	FT911-4856	253	0.7071067811865475	1
352	FT911-2573	254	0.7071067811865475	1
352	FT911-5022	255	0.7071067811865475	1
352	FT911-4053	256	0.7071067811865475	1
352	FT911-4239	257	0.7071067811865475	1
352	FT911-4776	258	0.7071067811865475	1
352	FT911-4178	259	0.7071067811865475	1
352	FT911-5188	260	0.7071067811865475	1
352	FT911-2280	261	0.7071067811865475	1
352	FT911-506	262	0.7071067811865475	1
352	FT911-982	263	0.7071067811865475	1
352	FT911-54	264	0.7071067811865475	1
352	FT911-2144	265	0.7071067811865475	1
352	FT911-865	266	0.7071067811865475	1
352	FT911-2584	267	0.7071067811865475	1
352	FT911-1986	268	0.7071067811865475	1
352	FT911-4783	269	0.7071067811865475	1
352	FT911-2818	270	0.7071067811865475	1
352	FT911-2785	271	0.7071067811865475	1
352	FT911-4176	272	0.7071067811865475	1
352	FT911-3091	273	0.7071067811865475	1
352	FT911-1478	274	0.7071067811865475	1
352	FT911-3887	275	0.7071067811865475	1
352	FT911-4582	276	0.7071067811865475	1
352	FT911-1077	277	0.7071067811865475	1
352	FT911-3850	278	0.7071067811865475	1
352	FT911-2349	279	0.7071067811865475	1
352	FT911-1230	280	0.7071067811865475	1
352	FT911-1773	281	0.7071067811865475	1
352	FT911-4903	282	0.7071067811865475	1
352	FT911-1872	283	0.7071067811865475	1
352	FT911-2549	284	0.7071067811865475	1
352	FT911-5265	285	0.7071067811865475	1
352	FT911-1432	286	0.7071067811865475	1
352	FT911-3152	287	0.7071067811865475	1
352	FT911-5063	288	0.7071067811865475	1
352	FT911-5040	289	0.7071067811865475	1
352	FT911-3642	290	0.7071067811865475	1
352	FT911-3908	291	0.7071067811865475	1
352	FT911-4518	292	0.7071067811865475	1
352	FT911-2114	293	0.7071067811865475	1
352	FT911-2528	294	0.7071067811865475	1
352	FT911-2672	295	0.7071067811865475	1
352	FT911-4057	296	0.7071067811865475	1
352	FT911-854	297	0.7071067811865475	1
352	FT911-872	298	0.7071067811865475	1
352	FT911-2029	299	0.7071067811865475	1
352	FT911-2284	300	0.7071067811865475	1
352	FT911-2460	301	0.7071067811865475	1
352	FT911-3595	302	0.7071067811865475	1
352	FT911-382	303	0.7071067811865475	1
352	FT911-2270	304	0.7071067811865475	1
352	FT911-3132	305	0.7071067811865475	1
352	FT911-967	306	0.7071067811865475	1
352	FT911-2800	307	0.7071067811865475	1
352	FT911-3462	308	0.7071067811865475	1
352	FT911-3133	309	0.7071067811865475	1
352	FT911-601	310	0.7071067811865475	1
352	FT911-3630	311	0.7071067811865475	1
352	FT911-2206	312	0.7071067811865475	1
352	FT911-3254	313	0.7071067811865475	1
352	FT911-2138	314	0.7071067811865475	1
352	FT911-1318	315	0.7071067811865475	1
352	FT911-4564	316	0.7071067811865475	1
352	FT911-1266	317	0.7071067811865475	1
352	FT911-1673	318	0.7071067811865475	1
352	FT911-2742	319	0.7071067811865475	1
352	FT911-1760	320	0.7071067811865475	1
352	FT911-2622	321	0.7071067811865475	1
352	FT911-1582	322	0.7071067811865475	1
352	FT911-1135	323	0.7071067811865475	1
352	FT911-2831	324	0.7071067811865475	1
352	FT911-2828	325	0.7071067811865475	1
352	FT911-1066	326	0.7071067811865475	1
352	FT911-3977	327	0.7071067811865475	1
352	FT911-2763	328	0.7071067811865475	1
352	FT911-1958	329	0.7071067811865475	1
352	FT911-3312	330	0.7071067811865475	1
352	FT911-1863	331	0.7071067811865475	1
352	FT911-3643	332	0.7071067811865475	1
352	FT911-419	333	0.7071067811865475	1
352	FT911-916	334	0.7071067811865475	1
352	FT911-3446	335	0.7071067811865475	1
352	FT911-156	336	0.7071067811865475	1
352	FT911-3786	337	0.7071067811865475	1
352	FT911-2621	338	0.7071067811865475	1
352	FT911-253	339	0.7071067811865475	1
352	FT911-3243	340	0.7071067811865475	1
352	FT911-2054	341	0.7071067811865475	1
352	FT911-3165	342	0.7071067811865475	1
352	FT911-3718	343	0.7071067811865475	1
352	FT911-4762	344	0.7071067811865475	1
352	FT911-1501	345	0.7071067811865475	1
352	FT911-3385	346	0.7071067811865475	1
352	FT911-5024	347	0.7071067811865475	1
352	FT911-1617	348	0.7071067811865475	1
352	FT911-3278	349	0.7071067811865475	1
352	FT911-4386	350	0.7071067811865475	1
352	FT911-4195	351	0.7071067811865475	1
352	FT911-3358	352	0.7071067811865475	1
352	FT911-853	353	0.7071067811865475	1
352	FT911-1550	354	0.7071067811865475	1
352	FT911-1681	355	0.7071067811865475	1
352	FT911-3915	356	0.7071067811865475	1
352	FT911-208	357	0.7071067811865475	1
352	FT911-1653	358	0.7071067811865475	1
352	FT911-2723	359	0.7071067811865475	1
352	FT911-1892	360	0.7071067811865475	1
352	FT911-1502	361	0.7071067811865475	1
352	FT911-4513	362	0.7071067811865475	1
352	FT911-4112	363	0.7071067811865475	1
352	FT911-4009	364	0.7071067811865475	1
352	FT911-5269	365	0.7071067811865475	1
352	FT911-2040	366	0.7071067811865475	1
352	FT911-4799	367	0.7071067811865475	1
352	FT911-3525	368	0.7071067811865475	1
352	FT911-1307	369	0.7071067811865475	1
352	FT911-3710	370	0.7071067811865475	1
352	FT911-2376	371	0.7071067811865475	1
352	FT911-3288	372	0.7071067811865475	1
352	FT911-1043	373	0.7071067811865475	1
352	FT911-1372	374	0.7071067811865475	1
352	FT911-3053	375	0.7071067811865475	1
352	FT911-2552	376	0.7071067811865475	1
352	FT911-3509	377	0.7071067811865475	1
352	FT911-1882	378	0.7071067811865475	1
352	FT911-2896	379	0.7071067811865475	1
352	FT911-2469	380	0.7071067811865475	1
352	FT911-760	381	0.7071067811865475	1
352	FT911-2740	382	0.7071067811865475	1
352	FT911-4949	383	0.7071067811865475	1
352	FT911-438	384	0.7071067811865475	1
352	FT911-4119	385	0.7071067811865475	1
352	FT911-4951	386	0.7071067811865475	1
352	FT911-2829	387	0.7071067811865475	1
352	FT911-95	388	0.7071067811865475	1
352	FT911-1174	389	0.7071067811865475	1
352	FT911-3731	390	0.7071067811865475	1
352	FT911-805	391	0.7071067811865475	1
352	FT911-808	392	0.7071067811865475	1
352	FT911-476	393	0.7071067811865475	1
352	FT911-2041	394	0.7071067811865475	1
352	FT911-4164	395	0.7071067811865475	1
352	FT911-1199	396	0.7071067811865475	1
352	FT911-1926	397	0.7071067811865475	1
352	FT911-4980	398	0.7071067811865475	1
352	FT911-3818	399	0.7071067811865475	1
352	FT911-1384	400	0.7071067811865475	1
352	FT911-3833	401	0.7071067811865475	1
352	FT911-3322	402	0.7071067811865475	1
352	FT911-1831	403	0.7071067811865475	1
352	FT911-1491	404	0.7071067811865475	1
352	FT911-3135	405	0.7071067811865475	1
352	FT911-1771	406	0.7071067811865475	1
352	FT911-4421	407	0.7071067811865475	1
352	FT911-2949	408	0.7071067811865475	1
352	FT911-4520	409	0.7071067811865475	1
352	FT911-4589	410	0.7071067811865475	1
352	FT911-2970	411	0.7071067811865475	1
352	FT911-4321	412	0.7071067811865475	1
352	FT911-500	413	0.7071067811865475	1
352	FT911-5239	414	0.7071067811865475	1
352	FT911-2179	415	0.7071067811865475	1
352	FT911-1856	416	0.7071067811865475	1
352	FT911-1104	417	0.7071067811865475	1
352	FT911-289	418	0.7071067811865475	1
352	FT911-2835	419	0.7071067811865475	1
352	FT911-2388	420	0.7071067811865475	1
352	FT911-3215	421	0.7071067811865475	1
352	FT911-4007	422	0.7071067811865475	1
352	FT911-632	423	0.7071067811865475	1
352	FT911-1901	424	0.7071067811865475	1
352	FT911-285	425	0.7071067811865475	1
352	FT911-661	426	0.7071067811865475	1
352	FT911-4362	427	0.7071067811865475	1
352	FT911-4383	428	0.7071067811865475	1
352	FT911-2201	429	0.7071067811865475	1
352	FT911-806	430	0.7071067811865475	1
352	FT911-3985	431	0.7071067811865475	1
352	FT911-4944	432	0.7071067811865475	1
352	FT911-755	433	0.7071067811865475	1
352	FT911-1614	434	0.7071067811865475	1
352	FT911-2274	435	0.7071067811865475	1
352	FT911-4438	436	0.7071067811865475	1
352	FT911-2882	437	0.7071067811865475	1
352	FT911-1518	438	0.7071067811865475	1
352	FT911-2289	439	0.7071067811865475	1
352	FT911-5192	440	0.7071067811865475	1
352	FT911-614	441	0.7071067811865475	1
352	FT911-3918	442	0.7071067811865475	1
352	FT911-5072	443	0.7071067811865475	1
352	FT911-2028	444	0.7071067811865475	1
352	FT911-2461	445	0.7071067811865475	1
352	FT911-1538	446	0.7071067811865475	1
352	FT911-746	447	0.7071067811865475	1
352	FT911-1781	448	0.7071067811865475	1
352	FT911-78	449	0.7071067811865475	1
352	FT911-115	450	0.7071067811865475	1
352	FT911-1828	451	0.7071067811865475	1
352	FT911-3119	452	0.7071067811865475	1
352	FT911-4010	453	0.7071067811865475	1
352	FT911-2306	454	0.7071067811865475	1
352	FT911-842	455	0.7071067811865475	1
352	FT911-1192	456	0.7071067811865475	1
352	FT911-4310	457	0.7071067811865475	1
352	FT911-1418	458	0.7071067811865475	1
352	FT911-3417	459	0.7071067811865475	1
352	FT911-2971	460	0.7071067811865475	1
352	FT911-3535	461	0.7071067811865475	1
352	FT911-2095	462	0.7071067811865475	1
352	FT911-1362	463	0.7071067811865475	1
352	FT911-1943	464	0.7071067811865475	1
352	FT911-2371	465	0.7071067811865475	1
352	FT911-2002	466	0.7071067811865475	1
352	FT911-2052	467	0.7071067811865475	1
352	FT911-3581	468	0.7071067811865475	1
352	FT911-4192	469	0.7071067811865475	1
352	FT911-4559	470	0.7071067811865475	1
352	FT911-400	471	0.7071067811865475	1
352	FT911-625	472	0.7071067811865475	1
352	FT911-2164	473	0.7071067811865475	1
352	FT911-5356	474	0.7071067811865475	1
352	FT911-925	475	0.7071067811865475	1
352	FT911-1102	476	0.7071067811865475	1
352	FT911-800	477	0.7071067811865475	1
352	FT911-2580	478	0.7071067811865475	1
352	FT911-2107	479	0.7071067811865475	1
352	FT911-3437	480	0.7071067811865475	1
352	FT911-2373	481	0.7071067811865475	1
352	FT911-5085	482	0.7071067811865475	1
352	FT911-4223	483	0.7071067811865475	1
352	FT911-2700	484	0.7071067811865475	1
352	FT911-2711	485	0.7071067811865475	1
352	FT911-3858	486	0.7071067811865475	1
352	FT911-105	487	0.7071067811865475	1
352	FT911-1098	488	0.7071067811865475	1
352	FT911-4074	489	0.7071067811865475	1
352	FT911-4651	490	0.7071067811865475	1
352	FT911-3905	491	0.7071067811865475	1
352	FT911-5270	492	0.7071067811865475	1
352	FT911-4519	493	0.7071067811865475	1
352	FT911-807	494	0.7071067811865475	1
352	FT911-4668	495	0.7071067811865475	1
352	FT911-4896	496	0.7071067811865475	1
352	FT911-4643	497	0.7071067811865475	1
352	FT911-3401	498	0.7071067811865475	1
352	FT911-4188	499	0.7071067811865475	1
352	FT911-4946	500	0.7071067811865475	1
352	FT911-1766	501	0.7071067811865475	1
352	FT911-3635	502	0.7071067811865475	1
352	FT911-1	503	0.7071067811865475	1
352	FT911-3976	504	0.7071067811865475	1
352	FT911-4202	505	0.7071067811865475	1
352	FT911-2062	506	0.7071067811865475	1
352	FT911-4612	507	0.7071067811865475	1
352	FT911-1925	508	0.7071067811865475	1
352	FT911-2992	509	0.7071067811865475	1
352	FT911-2832	510	0.7071067811865475	1
352	FT911-2786	511	0.7071067811865475	1
352	FT911-2125	512	0.7071067811865475	1
352	FT911-3688	513	0.7071067811865475	1
352	FT911-1084	514	0.7071067811865475	1
352	FT911-801	515	0.7071067811865475	1
352	FT911-3186	516	0.7071067811865475	1
352	FT911-3932	517	0.7071067811865475	1
352	FT911-287	518	0.7071067811865475	1
352	FT911-5340	519	0.7071067811865475	1
352	FT911-1065	520	0.7071067811865475	1
352	FT911-3494	521	0.7071067811865475	1
352	FT911-1587	522	0.7071067811865475	1
352	FT911-460	523	0.7071067811865475	1
352	FT911-766	524	0.7071067811865475	1
352	FT911-4929	525	0.7071067811865475	1
352	FT911-3024	526	0.7071067811865475	1
352	FT911-251	527	0.7071067811865475	1
352	FT911-1353	528	0.7071067811865475	1
352	FT911-5246	529	0.7071067811865475	1
352	FT911-2126	530	0.7071067811865475	1
352	FT911-3632	531	0.7071067811865475	1
352	FT911-437	532	0.7071067811865475	1
352	FT911-2772	533	0.7071067811865475	1
352	FT911-369	534	0.7071067811865475	1
352	FT911-331	535	0.7071067811865475	1
352	FT911-4003	536	0.7071067811865475	1
352	FT911-1337	537	0.7071067811865475	1
352	FT911-2798	538	0.7071067811865475	1
352	FT911-2996	539	0.7071067811865475	1
352	FT911-3154	540	0.7071067811865475	1
352	FT911-376	541	0.7071067811865475	1
352	FT911-4636	542	0.7071067811865475	1
352	FT911-4458	543	0.7071067811865475	1
352	FT911-4207	544	0.7071067811865475	1
352	FT911-3478	545	0.7071067811865475	1
352	FT911-1503	546	0.7071067811865475	1
352	FT911-1663	547	0.7071067811865475	1
352	FT911-284	548	0.7071067811865475	1
352	FT911-2936	549	0.7071067811865475	1
352	FT911-2741	550	0.7071067811865475	1
352	FT911-2520	551	0.7071067811865475	1
352	FT911-3607	552	0.7071067811865475	1
352	FT911-5033	553	0.7071067811865475	1
352	FT911-2375	554	0.7071067811865475	1
352	FT911-1529	555	0.7071067811865475	1
352	FT911-682	556	0.7071067811865475	1
352	FT911-4516	557	0.7071067811865475	1
352	FT911-2984	558	0.7071067811865475	1
352	FT911-3681	559	0.7071067811865475	1
352	FT911-2801	560	0.7071067811865475	1
352	FT911-1695	561	0.7071067811865475	1
352	FT911-3367	562	0.7071067811865475	1
352	FT911-4374	563	0.7071067811865475	1
352	FT911-5077	564	0.7071067811865475	1
352	FT911-584	565	0.7071067811865475	1
352	FT911-3895	566	0.7071067811865475	1
352	FT911-3724	567	0.7071067811865475	1
352	FT911-470	568	0.7071067811865475	1
352	FT911-3708	569	0.7071067811865475	1
352	FT911-367	570	0.7071067811865475	1
352	FT911-3414	571	0.7071067811865475	1
352	FT911-5221	572	0.7071067811865475	1
352	FT911-3360	573	0.7071067811865475	1
352	FT911-3379	574	0.7071067811865475	1
352	FT911-4723	575	0.7071067811865475	1
352	FT911-401	576	0.7071067811865475	1
352	FT911-1490	577	0.7071067811865475	1
352	FT911-2779	578	0.7071067811865475	1
352	FT911-902	579	0.7071067811865475	1
352	FT911-55	580	0.7071067811865475	1
352	FT911-1857	581	0.7071067811865475	1
352	FT911-1207	582	0.7071067811865475	1
352	FT911-1379	583	0.7071067811865475	1
352	FT911-5337	584	0.7071067811865475	1
352	FT911-1315	585	0.7071067811865475	1
352	FT911-3973	586	0.7071067811865475	1
352	FT911-4890	587	0.7071067811865475	1
352	FT911-845	588	0.7071067811865475	1
352	FT911-1519	589	0.7071067811865475	1
352	FT911-2795	590	0.7071067811865475	1
352	FT911-2222	591	0.7071067811865475	1
352	FT911-5038	592	0.7071067811865475	1
352	FT911-4914	593	0.7071067811865475	1
352	FT911-4342	594	0.7071067811865475	1
352	FT911-3783	595	0.7071067811865475	1
352	FT911-2093	596	0.7071067811865475	1
352	FT911-821	597	0.7071067811865475	1
352	FT911-4125	598	0.7071067811865475	1
352	FT911-1247	599	0.7071067811865475	1
352	FT911-828	600	0.7071067811865475	1
352	FT911-1566	601	0.7071067811865475	1
352	FT911-4103	602	0.7071067811865475	1
352	FT911-5130	603	0.7071067811865475	1
352	FT911-834	604	0.7071067811865475	1
352	FT911-4791	605	0.7071067811865475	1
352	FT911-4168	606	0.7071067811865475	1
352	FT911-3853	607	0.7071067811865475	1
352	FT911-5196	608	0.7071067811865475	1
352	FT911-485	609	0.7071067811865475	1
352	FT911-3978	610	0.7071067811865475	1
352	FT911-3775	611	0.7071067811865475	1
352	FT911-4372	612	0.7071067811865475	1
352	FT911-377	613	0.7071067811865475	1
352	FT911-277	614	0.7071067811865475	1
352	FT911-4172	615	0.7071067811865475	1
352	FT911-5101	616	0.7071067811865475	1
352	FT911-2395	617	0.7071067811865475	1
352	FT911-5345	618	0.7071067811865475	1
352	FT911-1919	619	0.7071067811865475	1
352	FT911-2473	620	0.7071067811865475	1
352	FT911-3265	621	0.7071067811865475	1
352	FT911-3393	622	0.7071067811865475	1
352	FT911-1652	623	0.7071067811865475	1
352	FT911-490	624	0.7071067811865475	1
352	FT911-1664	625	0.7071067811865475	1
352	FT911-3372	626	0.7071067811865475	1
352	FT911-63	627	0.7071067811865475	1
352	FT911-552	628	0.7071067811865475	1
352	FT911-3741	629	0.7071067811865475	1
352	FT911-951	630	0.7071067811865475	1
352	FT911-1114	631	0.7071067811865475	1
352	FT911-4189	632	0.7071067811865475	1
352	FT911-440	633	0.7071067811865475	1
352	FT911-3986	634	0.7071067811865475	1
352	FT911-3020	635	0.7071067811865475	1
352	FT911-4958	636	0.7071067811865475	1
352	FT911-1067	637	0.7071067811865475	1
352	FT911-613	638	0.7071067811865475	1
352	FT911-335	639	0.7071067811865475	1
